year,time,temperature,precipitation
2020,January,3.979,-33.384505729480786
2020,February,4.902,151.31632239773188
2020,March,1.772333333333333,-9.98585239330347
2020,April,2.9939999999999998,-72.0155659837473
2020,May,-0.2203333333333326,-45.978898007034
2020,June,1.5396666666666672,7.429877087929415
2020,July,0.7516666666666687,-33.22447576486766
2020,August,3.437999999999999,10.751295336787562
